#obstime,dettime,sat,algo,okm,sampl,line,viewzenang,viewazang,pixwid,pixlen,t07,t14,t07_t14,meant07,meant14,meandt,sdt07,sdt14,sddt,ref3,ref4,fire_idx,fire,test1_6,sunglint,firepower,freq,fQC,pixel,state,lon,lat,date,year,month,day,week,hour,hour_id
'2018-03-29 04:10:00+00','2018-03-29 04:40:40+00','Himawari-8','kn3','NC_H08_20180329_0410_R21_FLDK.06001_06001.nc',03180,04897,44.01,-4.76,70.969,98.676,356.2,304.2,52,307.6221,300.657,6.9651,2.9945,1.8156,1.3348,0.107,0.152,2.2112,1,'011000',0,427.23,0.33,1,"'MULTIPOLYGON((( 144.032471  -38.334759, 143.223450  -38.389576, 143.132599  -37.503490, 143.932037  -37.449318, 144.032471  -38.334759)))'",Victoria,143.58,-37.92,2018-03-29 04:10:00,2018,3,29,13,4,1969
'2018-03-29 04:10:00+00','2018-03-29 04:40:40+00','Himawari-8','kn3','NC_H08_20180329_0410_R21_FLDK.06001_06001.nc',03195,04897,44.04,-5.24,71.005,98.776,332.41,302.1,30.31,306.6015,299.929,6.6725,3.0475,1.7393,1.4424,0.129,0.193,0.5716,1,'011000',0,220.011,0.5,1,"'MULTIPOLYGON((( 144.337128  -38.332172, 143.528305  -38.392387, 143.427979  -37.506039, 144.227234  -37.446533, 144.337128  -38.332172)))'",Victoria,143.88,-37.92,2018-03-29 04:10:00,2018,3,29,13,4,1969
'2018-03-29 04:10:00+00','2018-03-29 04:40:40+00','Himawari-8','kn3','NC_H08_20180329_0410_R21_FLDK.06001_06001.nc',03196,04897,44.04,-5.28,71.005,98.776,325.77,302.78,22.99,306.5901,299.9201,6.67,2.9687,1.6996,1.4049,0.127,0.189,0.1716,1,'001000',0,162.066,0.5,1,"'MULTIPOLYGON((( 144.357468  -38.331921, 143.548706  -38.392582, 143.447601  -37.506290, 144.246811  -37.446342, 144.357468  -38.331921)))'",Victoria,143.89999,-37.92,2018-03-29 04:10:00,2018,3,29,13,4,1969
'2018-03-29 04:10:00+00','2018-03-29 04:40:40+00','Himawari-8','kn3','NC_H08_20180329_0410_R21_FLDK.06001_06001.nc',03195,04898,44.06,-5.24,71.029,98.842,326.98,302.73,24.25,306.8738,300.0528,6.821,2.8057,1.6116,1.3318,0.118,0.173,0.2803,1,'011000',0,171.922,0.5,1,"'MULTIPOLYGON((( 144.337418  -38.352455, 143.528107  -38.412689, 143.427689  -37.525745, 144.227417  -37.466221, 144.337418  -38.352455)))'",Victoria,143.88,-37.93999,2018-03-29 04:10:00,2018,3,29,13,4,1969
'2018-03-29 04:20:00+00','2018-03-29 04:50:41+00','Himawari-8','kn3','NC_H08_20180329_0420_R21_FLDK.06001_06001.nc',03095,04850,42.87,-2.04,69.645,95.026,340.45,305.02,35.43,309.133,302.5857,6.5473,1.9714,1.208,0.8473,0.13,0.204,1.0051,1,'011000',0,270.931,0.5,1,"'MULTIPOLYGON((( 142.293289  -37.395214, 141.507217  -37.419098, 141.471207  -36.563324, 142.248520  -36.539703, 142.293289  -37.395214)))'",Victoria,141.88,-36.98,2018-03-29 04:20:00,2018,3,29,13,4,1969
'2018-03-29 04:20:00+00','2018-03-29 04:50:41+00','Himawari-8','kn3','NC_H08_20180329_0420_R21_FLDK.06001_06001.nc',03096,04850,42.87,-2.07,69.645,95.026,336.31,305.42,30.89,309.1496,302.6056,6.5439,1.9824,1.219,0.8532,0.117,0.175,0.6605,1,'011000',0,231.971,0.5,1,"'MULTIPOLYGON((( 142.313538  -37.395042, 141.527496  -37.419254, 141.490921  -36.563496, 142.268219  -36.539551, 142.313538  -37.395042)))'",Victoria,141.89999,-36.98,2018-03-29 04:20:00,2018,3,29,13,4,1969
'2018-03-29 04:20:00+00','2018-03-29 04:50:41+00','Himawari-8','kn3','NC_H08_20180329_0420_R21_FLDK.06001_06001.nc',03398,04871,44,-11.9,70.957,98.642,356.78,298.9,57.88,301.7212,298.8098,2.9114,4.8188,3.6433,1.5413,0.063,0.194,3.0821,1,'011000',0,466.153,1,1,"'MULTIPOLYGON((( 148.450485  -37.766907, 147.662338  -37.900913, 147.434494  -37.030891, 148.213989  -36.898403, 148.450485  -37.766907)))'",Victoria,147.94,-37.4,2018-03-29 04:20:00,2018,3,29,13,4,1969
'2018-03-29 04:20:00+00','2018-03-29 04:50:41+00','Himawari-8','kn3','NC_H08_20180329_0420_R21_FLDK.06001_06001.nc',03399,04871,44,-11.93,70.957,98.642,356.78,298.9,57.88,301.661,298.7231,2.9379,4.5453,3.4362,1.4843,0.063,0.194,3.0824,1,'011000',0,466.153,1,1,"'MULTIPOLYGON((( 148.470718  -37.766693, 147.682663  -37.901031, 147.454239  -37.031101, 148.233658  -36.898289, 148.470718  -37.766693)))'",Victoria,147.95999,-37.4,2018-03-29 04:20:00,2018,3,29,13,4,1969
'2018-03-29 04:20:00+00','2018-03-29 04:50:41+00','Himawari-8','kn3','NC_H08_20180329_0420_R21_FLDK.06001_06001.nc',03303,04891,44.13,-8.75,71.113,99.077,326.62,294.16,32.46,295.3811,294.5623,0.8188,3.6697,1.4471,3.0101,0.051,0.23,0.9067,1,'011000',0,220.75,1,1,"'MULTIPOLYGON((( 146.528305  -38.190498, 145.725845  -38.289974, 145.556839  -37.407463, 146.350037  -37.309147, 146.528305  -38.190498)))'",Victoria,146.04001,-37.8,2018-03-29 04:20:00,2018,3,29,13,4,1969
'2018-03-29 04:20:00+00','2018-03-29 04:50:41+00','Himawari-8','kn3','NC_H08_20180329_0420_R21_FLDK.06001_06001.nc',03123,04892,43.83,-2.91,70.755,98.08,323.22,301.08,22.14,308.0357,300.3506,7.6852,0.9484,0.8421,0.58,0.127,0.204,0.1294,1,'001000',0,152.917,0.33,1,"'MULTIPOLYGON((( 142.873260  -38.243504, 142.065979  -38.277496, 142.011688  -37.394894, 142.809433  -37.361294, 142.873260  -38.243504)))'",Victoria,142.44,-37.82,2018-03-29 04:20:00,2018,3,29,13,4,1969
'2018-03-29 04:20:00+00','2018-03-29 04:50:41+00','Himawari-8','kn3','NC_H08_20180329_0420_R21_FLDK.06001_06001.nc',03303,04892,44.16,-8.75,71.15,99.177,326.62,294.16,32.46,295.4355,294.4598,0.9758,3.721,1.4578,3.0736,0.051,0.23,0.9021,1,'011000',0,220.75,1,1,"'MULTIPOLYGON((( 146.528732  -38.210922, 145.725647  -38.310452, 145.556427  -37.427044, 146.350235  -37.328678, 146.528732  -38.210922)))'",Victoria,146.04001,-37.82,2018-03-29 04:20:00,2018,3,29,13,4,1969
'2018-03-29 04:20:00+00','2018-03-29 04:50:41+00','Himawari-8','kn3','NC_H08_20180329_0420_R21_FLDK.06001_06001.nc',03123,04893,43.85,-2.91,70.779,98.146,323.22,301.08,22.14,308.0795,300.3201,7.7594,0.8025,0.8033,0.528,0.127,0.204,0.1268,1,'001000',0,152.917,0.33,1,"'MULTIPOLYGON((( 142.873535  -38.263786, 142.065750  -38.297794, 142.011414  -37.414597, 142.809647  -37.380989, 142.873535  -38.263786)))'",Victoria,142.44,-37.84,2018-03-29 04:20:00,2018,3,29,13,4,1969
'2018-03-29 04:20:00+00','2018-03-29 04:50:41+00','Himawari-8','kn3','NC_H08_20180329_0420_R21_FLDK.06001_06001.nc',03303,04893,44.18,-8.74,71.174,99.245,323.36,293.57,29.79,295.4766,294.3741,1.1025,3.8592,1.4506,3.2245,0.073,0.224,0.8205,1,'011000',0,198.766,1,1,"'MULTIPOLYGON((( 146.528976  -38.231270, 145.725372  -38.330719, 145.556198  -37.446690, 146.350494  -37.348404, 146.528976  -38.231270)))'",Victoria,146.04001,-37.84,2018-03-29 04:20:00,2018,3,29,13,4,1969
'2018-03-29 04:20:00+00','2018-03-29 04:50:41+00','Himawari-8','kn3','NC_H08_20180329_0420_R21_FLDK.06001_06001.nc',03304,04893,44.18,-8.78,71.174,99.245,323.36,293.57,29.79,295.6169,294.3906,1.2263,3.2919,1.4559,2.6573,0.073,0.224,0.819,1,'011000',0,198.766,1,1,"'MULTIPOLYGON((( 146.549301  -38.230995, 145.745804  -38.330891, 145.575836  -37.446957, 146.370056  -37.348232, 146.549301  -38.230995)))'",Victoria,146.06,-37.84,2018-03-29 04:20:00,2018,3,29,13,4,1969
'2018-03-29 04:20:00+00','2018-03-29 04:50:41+00','Himawari-8','kn3','NC_H08_20180329_0420_R21_FLDK.06001_06001.nc',03153,04894,43.91,-3.89,70.85,98.344,335.93,302.5,33.43,308.7833,301.435,7.3482,1.3293,0.8933,0.5437,0.136,0.206,0.8627,1,'011000',0,247.297,0.5,1,"'MULTIPOLYGON((( 143.483246  -38.278709, 142.675293  -38.323715, 142.601746  -37.439610, 143.400146  -37.395134, 143.483246  -38.278709)))'",Victoria,143.03999,-37.86,2018-03-29 04:20:00,2018,3,29,13,4,1969
'2018-03-29 04:20:00+00','2018-03-29 04:50:41+00','Himawari-8','kn3','NC_H08_20180329_0420_R21_FLDK.06001_06001.nc',03295,04894,44.18,-8.48,71.174,99.245,392.12,299.31,92.81,295.8858,294.1425,1.7433,3.7166,1.5669,3.0457,0.059,0.249,8.303,1,'111000',0,885.417,1,1,"'MULTIPOLYGON((( 146.366852  -38.253025, 145.562469  -38.349583, 145.398315  -37.464958, 146.193375  -37.369534, 146.366852  -38.253025)))'",Victoria,145.88,-37.86,2018-03-29 04:20:00,2018,3,29,13,4,1969
'2018-03-29 04:20:00+00','2018-03-29 04:50:41+00','Himawari-8','kn3','NC_H08_20180329_0420_R21_FLDK.06001_06001.nc',03181,04897,44.01,-4.79,70.969,98.676,332.71,301.36,31.35,306.9957,300.3332,6.6624,3.0753,1.8246,1.3685,0.115,0.18,0.5196,1,'011000',0,227.124,0.33,1,"'MULTIPOLYGON((( 144.052750  -38.334572, 143.243759  -38.389725, 143.152328  -37.503674, 143.951736  -37.449169, 144.052750  -38.334572)))'",Victoria,143.60001,-37.92,2018-03-29 04:20:00,2018,3,29,13,4,1969
'2018-03-29 04:20:00+00','2018-03-29 04:50:41+00','Himawari-8','kn3','NC_H08_20180329_0420_R21_FLDK.06001_06001.nc',03196,04898,44.06,-5.27,71.029,98.842,322.81,302.8,20.01,306.3589,299.8264,6.5325,2.7363,1.5436,1.2836,0.117,0.161,0.1149,1,'001000',0,139.045,0.5,1,"'MULTIPOLYGON((( 144.357681  -38.352264, 143.548401  -38.412838, 143.447403  -37.525932, 144.247101  -37.466076, 144.357681  -38.352264)))'",Victoria,143.89999,-37.93999,2018-03-29 04:20:00,2018,3,29,13,4,1969
'2018-03-29 04:20:00+00','2018-03-29 04:50:41+00','Himawari-8','kn3','NC_H08_20180329_0420_R21_FLDK.06001_06001.nc',03294,04898,44.27,-8.44,71.283,99.549,387.43,298.77,88.66,297.5566,294.5459,3.0107,4.4549,1.7491,3.3332,0.052,0.222,8.0423,1,'111000',0,825.701,1,1,"'MULTIPOLYGON((( 146.347916  -38.334557, 145.541306  -38.430820, 145.377289  -37.543404, 146.174469  -37.448277, 146.347916  -38.334557)))'",Victoria,145.86,-37.93999,2018-03-29 04:20:00,2018,3,29,13,4,1969
'2018-03-29 04:20:00+00','2018-03-29 04:50:41+00','Himawari-8','kn3','NC_H08_20180329_0420_R21_FLDK.06001_06001.nc',03202,04909,44.31,-5.44,71.331,99.684,337.42,301.99,35.43,307.2524,300.1245,7.1279,1.7018,1.1484,0.7304,0.121,0.203,0.9059,1,'011000',0,263.387,0.33,1,"'MULTIPOLYGON((( 144.482834  -38.574802, 143.667847  -38.637543, 143.562363  -37.743359, 144.367569  -37.681370, 144.482834  -38.574802)))'",Victoria,144.01999,-38.16,2018-03-29 04:20:00,2018,3,29,13,4,1969
'2018-03-29 04:20:00+00','2018-03-29 04:50:41+00','Himawari-8','kn3','NC_H08_20180329_0420_R21_FLDK.06001_06001.nc',03203,04909,44.32,-5.47,71.343,99.718,337.42,301.99,35.43,307.2338,300.1188,7.1149,1.6591,1.1158,0.7232,0.121,0.203,0.9067,1,'011000',0,263.387,0.33,1,"'MULTIPOLYGON((( 144.503220  -38.574757, 143.688126  -38.637848, 143.582016  -37.743401, 144.387314  -37.681068, 144.503220  -38.574757)))'",Victoria,144.04001,-38.16,2018-03-29 04:20:00,2018,3,29,13,4,1969
'2018-03-29 04:20:00+00','2018-03-29 04:50:41+00','Himawari-8','kn3','NC_H08_20180329_0420_R21_FLDK.06001_06001.nc',03204,04909,44.32,-5.51,71.343,99.718,324.08,301.51,22.57,307.2019,300.1032,7.0987,1.6582,1.1381,0.7051,0.119,0.181,0.1244,1,'001000',0,156.862,0.33,1,"'MULTIPOLYGON((( 144.523575  -38.574501, 143.708542  -38.638039, 143.601639  -37.743652, 144.406891  -37.680874, 144.523575  -38.574501)))'",Victoria,144.06,-38.16,2018-03-29 04:20:00,2018,3,29,13,4,1969
'2018-03-29 04:30:00+00','2018-03-29 05:00:41+00','Himawari-8','kn3','NC_H08_20180329_0430_R21_FLDK.06001_06001.nc',03096,04836,42.55,-2.08,69.287,94.051,323.73,304.13,19.6,309.0757,302.9594,6.1163,1.5472,0.7813,0.9532,0.143,0.211,0.1377,1,'001000',0,137.664,0.5,1,"'MULTIPOLYGON((( 142.309860  -37.110695, 141.530792  -37.134892, 141.494476  -36.287876, 142.265045  -36.263939, 142.309860  -37.110695)))'",Victoria,141.89999,-36.7,2018-03-29 04:30:00,2018,3,29,13,4,1969
'2018-03-29 04:30:00+00','2018-03-29 05:00:41+00','Himawari-8','kn3','NC_H08_20180329_0430_R21_FLDK.06001_06001.nc',03117,04842,42.7,-2.78,69.454,94.506,325.58,303.98,21.6,309.0086,302.8871,6.1215,2.4997,1.6866,0.9788,0.143,0.209,0.1877,1,'001000',0,152.978,0.33,1,"'MULTIPOLYGON((( 142.737839  -37.228622, 141.956070  -37.260559, 141.906601  -36.409897, 142.679794  -36.378304, 142.737839  -37.228622)))'",Victoria,142.32001,-36.82,2018-03-29 04:30:00,2018,3,29,13,4,1969
'2018-03-29 04:30:00+00','2018-03-29 05:00:41+00','Himawari-8','kn3','NC_H08_20180329_0430_R21_FLDK.06001_06001.nc',03400,04871,44,-11.96,70.957,98.642,344.21,297.09,47.12,300.8857,298.1439,2.7418,4.157,3.091,1.6045,0.078,0.178,2.0218,1,'011000',0,354.226,1,1,"'MULTIPOLYGON((( 148.490967  -37.766479, 147.702988  -37.901146, 147.473999  -37.031315, 148.253326  -36.898174, 148.490967  -37.766479)))'",Victoria,147.98,-37.4,2018-03-29 04:30:00,2018,3,29,13,4,1969
'2018-03-29 04:30:00+00','2018-03-29 05:00:41+00','Himawari-8','kn3','NC_H08_20180329_0430_R21_FLDK.06001_06001.nc',03296,04894,44.18,-8.51,71.174,99.245,374.95,296.11,78.84,295.4074,293.9585,1.4488,3.9794,1.5042,3.4167,0.094,0.229,5.3924,1,'111000',0,684.758,1,1,"'MULTIPOLYGON((( 146.387100  -38.252823, 145.582779  -38.349716, 145.418045  -37.465157, 146.213043  -37.369404, 146.387100  -38.252823)))'",Victoria,145.89999,-37.86,2018-03-29 04:30:00,2018,3,29,13,4,1969
'2018-03-29 04:30:00+00','2018-03-29 05:00:41+00','Himawari-8','kn3','NC_H08_20180329_0430_R21_FLDK.06001_06001.nc',03297,04894,44.18,-8.55,71.174,99.245,374.95,296.11,78.84,295.5745,293.9778,1.5967,3.2784,1.4941,2.6574,0.094,0.229,5.3908,1,'111000',0,684.758,1,1,"'MULTIPOLYGON((( 146.407455  -38.252556, 145.603210  -38.349892, 145.437698  -37.465424, 146.232605  -37.369228, 146.407455  -38.252556)))'",Victoria,145.92,-37.86,2018-03-29 04:30:00,2018,3,29,13,4,1969
'2018-03-29 04:30:00+00','2018-03-29 05:00:41+00','Himawari-8','kn3','NC_H08_20180329_0430_R21_FLDK.06001_06001.nc',03295,04898,44.27,-8.47,71.283,99.549,372.67,297.15,75.52,296.9782,294.3382,2.6399,4.9211,1.7849,3.9129,0.139,0.234,5.0144,1,'111000',0,651.591,1,1,"'MULTIPOLYGON((( 146.368179  -38.334354, 145.561646  -38.430950, 145.397034  -37.543606, 146.194153  -37.448147, 146.368179  -38.334354)))'",Victoria,145.88,-37.93999,2018-03-29 04:30:00,2018,3,29,13,4,1969
'2018-03-29 04:30:00+00','2018-03-29 05:00:41+00','Himawari-8','kn3','NC_H08_20180329_0430_R21_FLDK.06001_06001.nc',03296,04898,44.27,-8.5,71.283,99.549,372.67,297.15,75.52,296.9288,294.2616,2.6672,4.8453,1.7544,3.8664,0.139,0.234,5.0138,1,'111000',0,651.591,1,1,"'MULTIPOLYGON((( 146.388443  -38.334152, 145.581955  -38.431084, 145.416748  -37.543804, 146.213821  -37.448017, 146.388443  -38.334152)))'",Victoria,145.89999,-37.93999,2018-03-29 04:30:00,2018,3,29,13,4,1969
'2018-03-29 04:40:00+00','2018-03-29 05:10:41+00','Himawari-8','kn3','NC_H08_20180329_0440_R21_FLDK.06001_06001.nc',03173,04889,43.82,-4.54,70.743,98.048,329.56,302.05,27.51,306.9366,300.6303,6.3063,2.242,1.3092,1.0028,0.122,0.197,0.4645,1,'011000',0,196.886,0.33,1,"'MULTIPOLYGON((( 143.887863  -38.173412, 143.082962  -38.225601, 142.997101  -37.344864, 143.792587  -37.293285, 143.887863  -38.173412)))'",Victoria,143.44,-37.75999,2018-03-29 04:40:00,2018,3,29,13,4,1969
'2018-03-29 04:40:00+00','2018-03-29 05:10:41+00','Himawari-8','kn3','NC_H08_20180329_0440_R21_FLDK.06001_06001.nc',03174,04889,43.82,-4.58,70.743,98.048,350.78,302.5,48.28,306.7702,300.5159,6.2543,2.3836,1.4004,1.0597,0.111,0.171,1.8961,1,'011000',0,383.693,0.33,1,"'MULTIPOLYGON((( 143.908218  -38.173164, 143.103363  -38.225800, 143.016724  -37.345112, 143.812164  -37.293091, 143.908218  -38.173164)))'",Victoria,143.45999,-37.75999,2018-03-29 04:40:00,2018,3,29,13,4,1969
'2018-03-29 04:40:00+00','2018-03-29 05:10:41+00','Himawari-8','kn3','NC_H08_20180329_0440_R21_FLDK.06001_06001.nc',03173,04890,43.84,-4.54,70.767,98.113,322.05,300.93,21.12,306.9546,300.6211,6.3335,2.2596,1.3054,1.0267,0.122,0.195,0.1621,1,'001000',0,144.933,0.33,1,"'MULTIPOLYGON((( 143.888153  -38.193703, 143.082764  -38.245907, 142.996826  -37.364582, 143.792786  -37.312984, 143.888153  -38.193703)))'",Victoria,143.44,-37.78,2018-03-29 04:40:00,2018,3,29,13,4,1969
'2018-03-29 04:40:00+00','2018-03-29 05:10:41+00','Himawari-8','kn3','NC_H08_20180329_0440_R21_FLDK.06001_06001.nc',03174,04890,43.84,-4.58,70.767,98.113,338.21,301.56,36.65,306.793,300.5136,6.2794,2.4019,1.3971,1.0832,0.116,0.183,1.0024,1,'011000',0,272.974,0.33,1,"'MULTIPOLYGON((( 143.908508  -38.193451, 143.103165  -38.246101, 143.016449  -37.364826, 143.812363  -37.312790, 143.908508  -38.193451)))'",Victoria,143.45999,-37.78,2018-03-29 04:40:00,2018,3,29,13,4,1969
'2018-03-29 04:40:00+00','2018-03-29 05:10:41+00','Himawari-8','kn3','NC_H08_20180329_0440_R21_FLDK.06001_06001.nc',03175,04890,43.84,-4.61,70.767,98.113,338.21,301.56,36.65,306.6273,300.4166,6.2107,2.5094,1.4451,1.1472,0.116,0.183,1.0055,1,'011000',0,272.974,0.33,1,"'MULTIPOLYGON((( 143.928787  -38.193268, 143.123474  -38.246250, 143.036179  -37.365013, 143.832062  -37.312645, 143.928787  -38.193268)))'",Victoria,143.48,-37.78,2018-03-29 04:40:00,2018,3,29,13,4,1969
'2018-03-29 04:50:00+00','2018-03-29 05:20:42+00','Himawari-8','kn3','NC_H08_20180329_0450_R21_FLDK.06001_06001.nc',03096,04834,42.5,-2.08,69.231,93.901,320.39,302.07,18.32,307.701,302.2489,5.4521,1.5777,0.8079,0.934,0.159,0.202,0.267,1,'011000',0,125.369,0.5,1,"'MULTIPOLYGON((( 142.309296  -37.070030, 141.531281  -37.094208, 141.495010  -36.248543, 142.264587  -36.224625, 142.309296  -37.070030)))'",Victoria,141.89999,-36.66,2018-03-29 04:50:00,2018,3,29,13,4,1970
'2018-03-29 04:50:00+00','2018-03-29 05:20:42+00','Himawari-8','kn3','NC_H08_20180329_0450_R21_FLDK.06001_06001.nc',03096,04835,42.53,-2.08,69.264,93.991,320.39,302.07,18.32,307.7053,302.2041,5.5012,1.5383,0.7803,0.9223,0.159,0.202,0.265,1,'011000',0,125.369,0.5,1,"'MULTIPOLYGON((( 142.309616  -37.090431, 141.531006  -37.114620, 141.494705  -36.268147, 142.264847  -36.244217, 142.309616  -37.090431)))'",Victoria,141.89999,-36.68,2018-03-29 04:50:00,2018,3,29,13,4,1970
'2018-03-29 04:50:00+00','2018-03-29 05:20:42+00','Himawari-8','kn3','NC_H08_20180329_0450_R21_FLDK.06001_06001.nc',03095,04851,42.88,-2.03,69.656,95.057,339.05,303.98,35.07,307.3929,301.6077,5.7852,1.9184,1.0974,0.8924,0.106,0.18,0.9687,1,'011000',0,265.138,0.5,1,"'MULTIPOLYGON((( 142.293381  -37.415413, 141.506973  -37.439190, 141.471115  -36.583134, 142.248764  -36.559620, 142.293381  -37.415413)))'",Victoria,141.88,-37,2018-03-29 04:50:00,2018,3,29,13,4,1970
'2018-03-29 04:50:00+00','2018-03-29 05:20:42+00','Himawari-8','kn3','NC_H08_20180329_0450_R21_FLDK.06001_06001.nc',03181,04892,43.9,-4.8,70.838,98.311,333.98,300.93,33.05,305.1201,299.3653,5.7548,3.4317,2.0397,1.5524,0.115,0.187,0.5412,1,'011000',0,240.457,0.33,1,"'MULTIPOLYGON((( 144.051285  -38.232937, 143.244934  -38.288097, 143.153732  -37.405323, 143.950623  -37.350807, 144.051285  -38.232937)))'",Victoria,143.60001,-37.82,2018-03-29 04:50:00,2018,3,29,13,4,1970
'2018-03-29 04:50:00+00','2018-03-29 05:20:42+00','Himawari-8','kn3','NC_H08_20180329_0450_R21_FLDK.06001_06001.nc',03182,04892,43.9,-4.83,70.838,98.311,333.98,300.93,33.05,304.9383,299.2566,5.6818,3.5577,2.1008,1.6171,0.115,0.187,0.5444,1,'011000',0,240.457,0.5,1,"'MULTIPOLYGON((( 144.071548  -38.232750, 143.265228  -38.288246, 143.173447  -37.405510, 143.970291  -37.350662, 144.071548  -38.232750)))'",Victoria,143.62,-37.82,2018-03-29 04:50:00,2018,3,29,13,4,1970
'2018-03-29 04:50:00+00','2018-03-29 05:20:42+00','Himawari-8','kn3','NC_H08_20180329_0450_R21_FLDK.06001_06001.nc',03183,04892,43.9,-4.86,70.838,98.311,324.2,300.8,23.4,304.8583,299.1887,5.6696,3.6162,2.1281,1.6559,0.11,0.187,0.1392,1,'001000',0,162.188,0.5,1,"'MULTIPOLYGON((( 144.091827  -38.232563, 143.285553  -38.288391, 143.193192  -37.405693, 143.989990  -37.350517, 144.091827  -38.232563)))'",Victoria,143.64,-37.82,2018-03-29 04:50:00,2018,3,29,13,4,1970
'2018-03-29 04:50:00+00','2018-03-29 05:20:42+00','Himawari-8','kn3','NC_H08_20180329_0450_R21_FLDK.06001_06001.nc',03182,04893,43.92,-4.83,70.862,98.377,370.97,303.28,67.69,305.0551,299.2702,5.7849,3.5364,2.0899,1.5993,0.111,0.172,4.3697,1,'111000',0,594.149,0.5,1,"'MULTIPOLYGON((( 144.071838  -38.253033, 143.265030  -38.308544, 143.173172  -37.425217, 143.970490  -37.370354, 144.071838  -38.253033)))'",Victoria,143.62,-37.84,2018-03-29 04:50:00,2018,3,29,13,4,1970
'2018-03-29 04:50:00+00','2018-03-29 05:20:42+00','Himawari-8','kn3','NC_H08_20180329_0450_R21_FLDK.06001_06001.nc',03183,04893,43.92,-4.86,70.862,98.377,351.9,301.34,50.56,304.9888,299.2088,5.7799,3.5893,2.1125,1.6351,0.109,0.169,2.1203,1,'011000',0,401.95,0.5,1,"'MULTIPOLYGON((( 144.092117  -38.252842, 143.285355  -38.308693, 143.192902  -37.425404, 143.990189  -37.370209, 144.092117  -38.252842)))'",Victoria,143.64,-37.84,2018-03-29 04:50:00,2018,3,29,13,4,1970
'2018-03-29 05:00:00+00','2018-03-29 05:30:43+00','Himawari-8','kn3','NC_H08_20180329_0500_R21_FLDK.06001_06001.nc',03105,04790,41.52,-2.44,68.173,91.052,324.08,305.17,18.91,310.1767,305.0824,5.0943,1.2903,0.7017,0.747,0.137,0.203,0.1208,1,'001000',0,133.692,1,1,"'MULTIPOLYGON((( 142.481186  -36.175446, 141.724045  -36.203125, 141.682770  -35.383202, 142.432190  -35.355801, 142.481186  -36.175446)))'",Victoria,142.08,-35.78,2018-03-29 05:00:00,2018,3,29,13,5,1970
'2018-03-29 05:00:00+00','2018-03-29 05:30:43+00','Himawari-8','kn3','NC_H08_20180329_0500_R21_FLDK.06001_06001.nc',03105,04791,41.54,-2.43,68.194,91.108,324.08,305.17,18.91,310.2994,305.1089,5.1905,1.15,0.661,0.6764,0.137,0.203,0.1158,1,'001000',0,133.692,0.67,1,"'MULTIPOLYGON((( 142.481339  -36.195747, 141.723770  -36.223328, 141.682632  -35.402893, 142.432480  -35.375591, 142.481339  -36.195747)))'",Victoria,142.08,-35.8,2018-03-29 05:00:00,2018,3,29,13,5,1970
'2018-03-29 05:00:00+00','2018-03-29 05:30:43+00','Himawari-8','kn3','NC_H08_20180329_0500_R21_FLDK.06001_06001.nc',03398,04871,43.99,-11.9,70.945,98.609,324.16,295.66,28.5,299.3507,297.0201,2.3306,4.0447,3.0211,1.3204,0.044,0.167,0.7871,1,'011000',0,192.802,1,1,"'MULTIPOLYGON((( 148.450378  -37.766769, 147.662369  -37.900757, 147.434586  -37.031029, 148.213959  -36.898560, 148.450378  -37.766769)))'",Victoria,147.94,-37.4,2018-03-29 05:00:00,2018,3,29,13,5,1970
'2018-03-29 05:00:00+00','2018-03-29 05:30:43+00','Himawari-8','kn3','NC_H08_20180329_0500_R21_FLDK.06001_06001.nc',03399,04871,43.99,-11.93,70.945,98.609,324.16,295.66,28.5,299.2804,296.9136,2.3667,3.7711,2.7933,1.3083,0.044,0.167,0.7871,1,'011000',0,192.802,1,1,"'MULTIPOLYGON((( 148.470612  -37.766560, 147.682693  -37.900871, 147.454346  -37.031239, 148.233627  -36.898445, 148.470612  -37.766560)))'",Victoria,147.95999,-37.4,2018-03-29 05:00:00,2018,3,29,13,5,1970
'2018-03-29 05:00:00+00','2018-03-29 05:30:43+00','Himawari-8','kn3','NC_H08_20180329_0500_R21_FLDK.06001_06001.nc',03400,04871,44,-11.96,70.957,98.642,314.29,295.1,19.19,299.2025,296.8151,2.3874,3.5519,2.6085,1.319,0.054,0.15,0.4054,1,'011000',0,123.238,1,1,"'MULTIPOLYGON((( 148.490967  -37.766479, 147.702988  -37.901146, 147.473999  -37.031315, 148.253326  -36.898174, 148.490967  -37.766479)))'",Victoria,147.98,-37.4,2018-03-29 05:00:00,2018,3,29,13,5,1970
'2018-03-29 05:00:00+00','2018-03-29 05:30:43+00','Himawari-8','kn3','NC_H08_20180329_0500_R21_FLDK.06001_06001.nc',03302,04891,44.13,-8.72,71.113,99.077,325.53,295.18,30.35,294.5934,293.668,0.9253,2.0157,1.3967,1.3221,0.042,0.201,0.9328,1,'011000',0,206.26,1,1,"'MULTIPOLYGON((( 146.508026  -38.190701, 145.705505  -38.289845, 145.537079  -37.407261, 146.330338  -37.309277, 146.508026  -38.190701)))'",Victoria,146.01999,-37.8,2018-03-29 05:00:00,2018,3,29,13,5,1970
