#obstime,dettime,sat,algo,okm,sampl,line,viewzenang,viewazang,pixwid,pixlen,t07,t14,t07_t14,meant07,meant14,meandt,sdt07,sdt14,sddt,ref3,ref4,fire_idx,fire,test1_6,sunglint,firepower,freq,fQC,pixel,state,lon,lat,date,year,month,day,week,hour,hour_id
'2018-01-07 07:20:00+00','2018-01-07 07:50:45+00','Himawari-8','kn3','NC_H08_20180107_0720_R21_FLDK.06001_06001.nc',03090,04742,40.44,-1.96,67.065,88.118,313.42,297.09,16.33,313.5593,308.8708,4.6885,1.6132,1.6465,0.6324,0.081,0.139,0.0792,1,'001000',0,105.421,0.33,1,"'MULTIPOLYGON((( 142.165634  -35.205250, 141.429535  -35.227390, 141.397934  -34.433517, 142.127029  -34.411583, 142.165634  -35.205250)))'",Victoria,141.78,-34.82,2018-01-07 07:20:00,2018,1,7,1,7,28
'2018-01-07 07:20:00+00','2018-01-07 07:50:45+00','Himawari-8','kn3','NC_H08_20180107_0720_R21_FLDK.06001_06001.nc',03101,04743,40.47,-2.34,67.095,88.197,311.65,293.19,18.46,314.1846,309.4132,4.7714,2.2515,2.0267,0.7769,0.078,0.134,0.1219,1,'001000',0,115.907,0.33,1,"'MULTIPOLYGON((( 142.389023  -35.223473, 141.652603  -35.249653, 141.614578  -34.455261, 142.343964  -34.429333, 142.389023  -35.223473)))'",Victoria,142,-34.84,2018-01-07 07:20:00,2018,1,7,1,7,28
'2018-01-07 07:20:00+00','2018-01-07 07:50:45+00','Himawari-8','kn3','NC_H08_20180107_0720_R21_FLDK.06001_06001.nc',03141,04764,40.98,-3.7,67.611,89.559,308.28,291.96,16.32,309.9582,304.5818,5.3764,1.978,2.3436,1.2898,0.214,0.238,0.1099,1,'001000',0,100.131,0.33,1,"'MULTIPOLYGON((( 143.205444  -35.641674, 142.460419  -35.682568, 142.398361  -34.876945, 143.136063  -34.836449, 143.205444  -35.641674)))'",Victoria,142.8,-35.25999,2018-01-07 07:20:00,2018,1,7,1,7,28
'2018-01-07 07:20:00+00','2018-01-07 07:50:45+00','Himawari-8','kn3','NC_H08_20180107_0720_R21_FLDK.06001_06001.nc',03141,04765,41,-3.7,67.632,89.613,308.28,291.96,16.32,309.3733,303.8306,5.5426,3.4355,4.9536,2.1427,0.214,0.238,0.1111,1,'001000',0,100.131,0.33,1,"'MULTIPOLYGON((( 143.205673  -35.661915, 142.460251  -35.702820, 142.398132  -34.896713, 143.136246  -34.856201, 143.205673  -35.661915)))'",Victoria,142.8,-35.28,2018-01-07 07:20:00,2018,1,7,1,7,28
'2018-01-07 07:30:00+00','2018-01-07 08:00:47+00','Himawari-8','kn3','NC_H08_20180107_0730_R21_FLDK.06001_06001.nc',03051,04740,40.37,-0.59,66.996,87.935,309.45,291.41,18.04,309.7752,305.0534,4.7218,1.6746,1.8479,1.2788,0.089,0.149,0.0772,1,'001000',0,111.046,0.33,1,"'MULTIPOLYGON((( 141.373749  -35.171925, 140.638336  -35.179539, 140.629776  -34.386913, 141.358185  -34.379372, 141.373749  -35.171925)))'",Victoria,141,-34.78,2018-01-07 07:30:00,2018,1,7,1,7,28
'2018-01-07 07:30:00+00','2018-01-07 08:00:47+00','Himawari-8','kn3','NC_H08_20180107_0730_R21_FLDK.06001_06001.nc',03086,04740,40.39,-1.82,67.016,87.987,311.69,292.31,19.38,312.8084,308.3868,4.4216,1.4993,1.5483,0.636,0.083,0.132,0.1469,1,'001000',0,121.189,0.33,1,"'MULTIPOLYGON((( 142.084000  -35.165443, 141.348755  -35.186089, 141.319550  -34.393330, 142.047821  -34.372879, 142.084000  -35.165443)))'",Victoria,141.7,-34.78,2018-01-07 07:30:00,2018,1,7,1,7,28
'2018-01-07 07:30:00+00','2018-01-07 08:00:47+00','Himawari-8','kn3','NC_H08_20180107_0730_R21_FLDK.06001_06001.nc',03058,04741,40.4,-0.83,67.026,88.013,309.26,292.59,16.67,310.0774,305.4083,4.6691,1.8934,2.2396,1.4889,0.083,0.122,0.0803,1,'001000',0,103.107,0.33,1,"'MULTIPOLYGON((( 141.516006  -35.190971, 140.780136  -35.201134, 140.767532  -34.407841, 141.496399  -34.397778, 141.516006  -35.190971)))'",Victoria,141.14,-34.8,2018-01-07 07:30:00,2018,1,7,1,7,28
'2018-01-07 07:30:00+00','2018-01-07 08:00:47+00','Himawari-8','kn3','NC_H08_20180107_0730_R21_FLDK.06001_06001.nc',03086,04741,40.41,-1.82,67.035,88.039,311.45,295.4,16.05,312.6252,308.1938,4.4314,1.5035,1.5224,0.654,0.069,0.113,0.1028,1,'001000',0,101.76,0.33,1,"'MULTIPOLYGON((( 142.084213  -35.185673, 141.348557  -35.206322, 141.319351  -34.413094, 142.047989  -34.392639, 142.084213  -35.185673)))'",Victoria,141.7,-34.8,2018-01-07 07:30:00,2018,1,7,1,7,28
'2018-01-07 07:30:00+00','2018-01-07 08:00:47+00','Himawari-8','kn3','NC_H08_20180107_0730_R21_FLDK.06001_06001.nc',03067,04747,40.54,-1.15,67.165,88.381,309.33,291.49,17.84,309.6549,305.1006,4.5543,1.955,2.3494,1.4441,0.083,0.128,0.0939,1,'001000',0,109.79,0.33,1,"'MULTIPOLYGON((( 141.700043  -35.310867, 140.961609  -35.324448, 140.943573  -34.527927, 141.674896  -34.514477, 141.700043  -35.310867)))'",Victoria,141.32001,-34.92,2018-01-07 07:30:00,2018,1,7,1,7,28
'2018-01-07 07:30:00+00','2018-01-07 08:00:47+00','Himawari-8','kn3','NC_H08_20180107_0730_R21_FLDK.06001_06001.nc',03140,04764,40.98,-3.66,67.611,89.559,311.38,290.85,20.53,309.7589,304.6385,5.1204,1.6425,1.9886,1.2346,0.159,0.194,0.1007,1,'001000',0,127.272,0.33,1,"'MULTIPOLYGON((( 143.185104  -35.641907, 142.440063  -35.682373, 142.378677  -34.876717, 143.116425  -34.836639, 143.185104  -35.641907)))'",Victoria,142.78,-35.25999,2018-01-07 07:30:00,2018,1,7,1,7,28
'2018-01-07 07:40:00+00','2018-01-07 08:10:47+00','Himawari-8','kn3','NC_H08_20180107_0740_R21_FLDK.06001_06001.nc',03060,04741,40.4,-0.9,67.026,88.013,307.84,288.98,18.86,309.2601,304.8803,4.3798,1.4259,1.8541,1.4202,0.093,0.145,0.1195,1,'001000',0,113.778,0.33,1,"'MULTIPOLYGON((( 141.556580  -35.190594, 140.820724  -35.201496, 140.806946  -34.408218, 141.535797  -34.397419, 141.556580  -35.190594)))'",Victoria,141.17999,-34.8,2018-01-07 07:40:00,2018,1,7,1,7,29
'2018-01-07 07:40:00+00','2018-01-07 08:10:47+00','Himawari-8','kn3','NC_H08_20180107_0740_R21_FLDK.06001_06001.nc',03061,04741,40.4,-0.94,67.026,88.013,308.13,290.66,17.47,309.3518,305.0115,4.3403,1.441,1.9097,1.4579,0.082,0.127,0.098,1,'001000',0,106.424,0.33,1,"'MULTIPOLYGON((( 141.576904  -35.190376, 140.841064  -35.201702, 140.826630  -34.408432, 141.555466  -34.397213, 141.576904  -35.190376)))'",Victoria,141.2,-34.8,2018-01-07 07:40:00,2018,1,7,1,7,29
'2018-01-07 07:40:00+00','2018-01-07 08:10:47+00','Himawari-8','kn3','NC_H08_20180107_0740_R21_FLDK.06001_06001.nc',03061,04743,40.45,-0.94,67.075,88.144,307.91,291.3,16.61,308.7993,304.3897,4.4096,1.4288,1.769,1.471,0.088,0.135,0.0852,1,'001000',0,101.39,0.33,1,"'MULTIPOLYGON((( 141.577377  -35.230961, 140.840622  -35.242294, 140.826172  -34.447849, 141.555878  -34.436623, 141.577377  -35.230961)))'",Victoria,141.2,-34.84,2018-01-07 07:40:00,2018,1,7,1,7,29
'2018-01-07 07:40:00+00','2018-01-07 08:10:47+00','Himawari-8','kn3','NC_H08_20180107_0740_R21_FLDK.06001_06001.nc',03074,04747,40.54,-1.39,67.165,88.381,308.53,290.69,17.84,309.392,305.0633,4.3287,1.4058,1.9995,1.4717,0.088,0.136,0.0974,1,'001000',0,108.916,0.33,1,"'MULTIPOLYGON((( 141.842010  -35.309551, 141.103668  -35.325680, 141.081573  -34.529228, 141.812820  -34.513256, 141.842010  -35.309551)))'",Victoria,141.45999,-34.92,2018-01-07 07:40:00,2018,1,7,1,7,29
'2018-01-07 07:40:00+00','2018-01-07 08:10:47+00','Himawari-8','kn3','NC_H08_20180107_0740_R21_FLDK.06001_06001.nc',03074,04749,40.59,-1.39,67.216,88.513,308.06,289.26,18.8,309.0872,304.3246,4.7626,1.5086,2.4785,1.7109,0.087,0.128,0.0993,1,'001000',0,113.7,0.33,1,"'MULTIPOLYGON((( 141.842499  -35.350140, 141.103226  -35.366276, 141.081100  -34.568642, 141.813248  -34.552654, 141.842499  -35.350140)))'",Victoria,141.45999,-34.96,2018-01-07 07:40:00,2018,1,7,1,7,29
'2018-01-07 07:40:00+00','2018-01-07 08:10:47+00','Himawari-8','kn3','NC_H08_20180107_0740_R21_FLDK.06001_06001.nc',03074,04750,40.61,-1.39,67.236,88.566,308.06,289.26,18.8,308.9,303.9243,4.9757,1.5603,2.6094,1.7715,0.087,0.128,0.0935,1,'001000',0,113.7,0.33,1,"'MULTIPOLYGON((( 141.842712  -35.370369, 141.103043  -35.386513, 141.080887  -34.588402, 141.813431  -34.572414, 141.842712  -35.370369)))'",Victoria,141.45999,-34.98,2018-01-07 07:40:00,2018,1,7,1,7,29
'2018-01-07 07:40:00+00','2018-01-07 08:10:47+00','Himawari-8','kn3','NC_H08_20180107_0740_R21_FLDK.06001_06001.nc',03076,04751,40.63,-1.46,67.256,88.619,308.72,290.55,18.17,308.777,303.9187,4.8583,1.6326,2.6835,1.7932,0.084,0.131,0.1046,1,'001000',0,110.962,0.33,1,"'MULTIPOLYGON((( 141.883514  -35.390224, 141.143463  -35.407116, 141.120117  -34.608551, 141.853027  -34.591820, 141.883514  -35.390224)))'",Victoria,141.5,-35,2018-01-07 07:40:00,2018,1,7,1,7,29
'2018-01-07 07:50:00+00','2018-01-07 08:20:48+00','Himawari-8','kn3','NC_H08_20180107_0750_R21_FLDK.06001_06001.nc',03060,04738,40.33,-0.9,66.956,87.831,308.65,290.41,18.24,309.2766,304.7499,4.5267,1.4634,2.4052,1.5576,0.095,0.15,0.0969,1,'001000',0,111.273,0.33,1,"'MULTIPOLYGON((( 141.555893  -35.129787, 140.821350  -35.140675, 140.807617  -34.349037, 141.535187  -34.338249, 141.555893  -35.129787)))'",Victoria,141.17999,-34.74,2018-01-07 07:50:00,2018,1,7,1,7,29
'2018-01-07 07:50:00+00','2018-01-07 08:20:48+00','Himawari-8','kn3','NC_H08_20180107_0750_R21_FLDK.06001_06001.nc',03060,04740,40.38,-0.9,67.006,87.961,309.45,293.16,16.29,308.8519,304.2017,4.6502,1.3576,2.3343,1.6405,0.073,0.125,0.0974,1,'001000',0,101.135,0.33,1,"'MULTIPOLYGON((( 141.556366  -35.170364, 140.820908  -35.181263, 140.807159  -34.388454, 141.535614  -34.377659, 141.556366  -35.170364)))'",Victoria,141.17999,-34.78,2018-01-07 07:50:00,2018,1,7,1,7,29
'2018-01-07 07:50:00+00','2018-01-07 08:20:48+00','Himawari-8','kn3','NC_H08_20180107_0750_R21_FLDK.06001_06001.nc',03061,04740,40.38,-0.94,67.006,87.961,308.28,291.24,17.04,308.938,304.4058,4.5322,1.3465,2.2715,1.6033,0.072,0.12,0.0977,1,'001000',0,104.18,0.33,1,"'MULTIPOLYGON((( 141.576706  -35.170151, 140.841263  -35.181473, 140.826828  -34.388668, 141.555267  -34.377453, 141.576706  -35.170151)))'",Victoria,141.2,-34.78,2018-01-07 07:50:00,2018,1,7,1,7,29
'2018-01-07 07:50:00+00','2018-01-07 08:20:48+00','Himawari-8','kn3','NC_H08_20180107_0750_R21_FLDK.06001_06001.nc',03066,04746,40.52,-1.11,67.145,88.328,307.76,290.05,17.71,308.0391,303.3499,4.6892,0.9433,2.015,1.8283,0.091,0.137,0.0944,1,'001000',0,107.36,0.33,1,"'MULTIPOLYGON((( 141.679489  -35.290855, 140.941452  -35.304005, 140.924103  -34.507950, 141.655045  -34.494923, 141.679489  -35.290855)))'",Victoria,141.3,-34.9,2018-01-07 07:50:00,2018,1,7,1,7,29
'2018-01-07 07:50:00+00','2018-01-07 08:20:48+00','Himawari-8','kn3','NC_H08_20180107_0750_R21_FLDK.06001_06001.nc',03077,04746,40.52,-1.49,67.145,88.328,307.07,287.88,19.19,308.3745,304.7053,3.6693,1.272,1.8908,1.5001,0.076,0.115,0.1385,1,'001000',0,114.689,0.33,1,"'MULTIPOLYGON((( 141.902634  -35.288773, 141.164734  -35.305958, 141.140961  -34.510010, 141.871796  -34.492992, 141.902634  -35.288773)))'",Victoria,141.52,-34.9,2018-01-07 07:50:00,2018,1,7,1,7,29
'2018-01-07 07:50:00+00','2018-01-07 08:20:48+00','Himawari-8','kn3','NC_H08_20180107_0750_R21_FLDK.06001_06001.nc',03066,04747,40.54,-1.11,67.165,88.381,308.23,288.7,19.53,307.9102,303.0074,4.9028,0.8353,1.9035,1.849,0.09,0.14,0.0959,1,'001000',0,117.894,0.33,1,"'MULTIPOLYGON((( 141.679703  -35.311085, 140.941269  -35.324242, 140.923889  -34.527710, 141.655243  -34.514683, 141.679703  -35.311085)))'",Victoria,141.3,-34.92,2018-01-07 07:50:00,2018,1,7,1,7,29
'2018-01-07 07:50:00+00','2018-01-07 08:20:48+00','Himawari-8','kn3','NC_H08_20180107_0750_R21_FLDK.06001_06001.nc',03073,04747,40.54,-1.35,67.165,88.381,307.41,289.26,18.15,308.3889,304.046,4.3429,0.9151,2.1945,1.9085,0.085,0.133,0.1124,1,'001000',0,109.404,0.33,1,"'MULTIPOLYGON((( 141.821686  -35.309772, 141.083328  -35.325474, 141.061905  -34.529011, 141.793182  -34.513458, 141.821686  -35.309772)))'",Victoria,141.44,-34.92,2018-01-07 07:50:00,2018,1,7,1,7,29
'2018-01-07 07:50:00+00','2018-01-07 08:20:48+00','Himawari-8','kn3','NC_H08_20180107_0750_R21_FLDK.06001_06001.nc',03075,04749,40.59,-1.42,67.216,88.513,307.15,287.28,19.87,308.1092,303.7639,4.3453,1.0485,2.2364,1.9655,0.084,0.136,0.0997,1,'001000',0,118.451,0.33,1,"'MULTIPOLYGON((( 141.862747  -35.349976, 141.123489  -35.366432, 141.100861  -34.568806, 141.832993  -34.552505, 141.862747  -35.349976)))'",Victoria,141.48,-34.96,2018-01-07 07:50:00,2018,1,7,1,7,29
'2018-01-07 07:50:00+00','2018-01-07 08:20:48+00','Himawari-8','kn3','NC_H08_20180107_0750_R21_FLDK.06001_06001.nc',03075,04750,40.61,-1.42,67.236,88.566,307.15,287.28,19.87,307.9889,303.4697,4.5192,0.9707,2.2246,2.0513,0.084,0.136,0.0951,1,'001000',0,118.451,0.33,1,"'MULTIPOLYGON((( 141.862961  -35.370205, 141.123306  -35.386665, 141.100647  -34.588566, 141.833176  -34.572262, 141.862961  -35.370205)))'",Victoria,141.48,-34.98,2018-01-07 07:50:00,2018,1,7,1,7,29
'2018-01-07 07:50:00+00','2018-01-07 08:20:48+00','Himawari-8','kn3','NC_H08_20180107_0750_R21_FLDK.06001_06001.nc',03077,04751,40.63,-1.49,67.256,88.619,305.44,285.84,19.6,307.5367,303.2434,4.2934,1.0247,2.184,2.0306,0.084,0.124,0.1035,1,'001000',0,114.992,0.33,1,"'MULTIPOLYGON((( 141.903763  -35.390057, 141.163727  -35.407269, 141.139862  -34.608715, 141.872772  -34.591667, 141.903763  -35.390057)))'",Victoria,141.52,-35,2018-01-07 07:50:00,2018,1,7,1,7,29
'2018-01-07 08:00:00+00','2018-01-07 08:30:48+00','Himawari-8','kn3','NC_H08_20180107_0800_R21_FLDK.06001_06001.nc',03073,04746,40.52,-1.35,67.145,88.328,306.53,288.07,18.46,307.6903,302.9026,4.7877,0.858,2.3468,1.9483,0.078,0.127,0.1084,1,'001000',0,110.123,0.33,1,"'MULTIPOLYGON((( 141.821472  -35.289543, 141.083527  -35.305241, 141.062119  -34.509251, 141.792999  -34.493702, 141.821472  -35.289543)))'",Victoria,141.44,-34.9,2018-01-07 08:00:00,2018,1,7,1,8,29
'2018-01-07 08:00:00+00','2018-01-07 08:30:48+00','Himawari-8','kn3','NC_H08_20180107_0800_R21_FLDK.06001_06001.nc',03074,04747,40.54,-1.39,67.165,88.381,305.41,283.52,21.89,307.6867,302.8388,4.848,0.737,2.2467,2.0016,0.089,0.141,0.0981,1,'001000',0,126.937,0.33,1,"'MULTIPOLYGON((( 141.842010  -35.309551, 141.103668  -35.325680, 141.081573  -34.529228, 141.812820  -34.513256, 141.842010  -35.309551)))'",Victoria,141.45999,-34.92,2018-01-07 08:00:00,2018,1,7,1,8,29
'2018-01-07 08:00:00+00','2018-01-07 08:30:48+00','Himawari-8','kn3','NC_H08_20180107_0800_R21_FLDK.06001_06001.nc',03074,04748,40.56,-1.39,67.185,88.434,306.69,287.82,18.87,307.6187,302.4927,5.126,0.7139,2.2999,2.0731,0.08,0.123,0.0883,1,'001000',0,112.523,0.33,1,"'MULTIPOLYGON((( 141.842224  -35.329784, 141.103470  -35.345913, 141.081360  -34.548988, 141.813019  -34.533012, 141.842224  -35.329784)))'",Victoria,141.45999,-34.93999,2018-01-07 08:00:00,2018,1,7,1,8,29
'2018-01-07 08:00:00+00','2018-01-07 08:30:48+00','Himawari-8','kn3','NC_H08_20180107_0800_R21_FLDK.06001_06001.nc',03075,04748,40.57,-1.42,67.196,88.46,306.06,286.53,19.53,307.5504,302.6821,4.8683,0.7554,2.2963,2.0591,0.091,0.13,0.0897,1,'001000',0,115.343,0.5,1,"'MULTIPOLYGON((( 141.862534  -35.329735, 141.123688  -35.346188, 141.101059  -34.549034, 141.832809  -34.532742, 141.862534  -35.329735)))'",Victoria,141.48,-34.93999,2018-01-07 08:00:00,2018,1,7,1,8,29
'2018-01-07 08:00:00+00','2018-01-07 08:30:48+00','Himawari-8','kn3','NC_H08_20180107_0800_R21_FLDK.06001_06001.nc',03077,04749,40.59,-1.49,67.216,88.513,306.27,285.92,20.35,307.3503,302.7218,4.6285,0.8403,2.2469,2.106,0.093,0.14,0.0954,1,'001000',0,119.953,0.33,1,"'MULTIPOLYGON((( 141.903336  -35.349590, 141.164108  -35.366791, 141.140289  -34.569187, 141.872406  -34.552151, 141.903336  -35.349590)))'",Victoria,141.52,-34.96,2018-01-07 08:00:00,2018,1,7,1,8,29
'2018-01-07 08:10:00+00','2018-01-07 08:40:48+00','Himawari-8','kn3','NC_H08_20180107_0810_R21_FLDK.06001_06001.nc',03076,04748,40.57,-1.46,67.196,88.46,306.58,288.24,18.34,305.9632,299.4702,6.493,3.5425,6.6232,3.3615,0.074,0.109,0.0833,1,'001000',0,109.527,0.33,1,"'MULTIPOLYGON((( 141.882874  -35.329517, 141.144028  -35.346394, 141.120743  -34.549252, 141.852463  -34.532536, 141.882874  -35.329517)))'",Victoria,141.5,-34.93999,2018-01-07 08:10:00,2018,1,7,1,8,29
'2018-01-08 07:10:00+00','2018-01-08 07:40:45+00','Himawari-8','kn3','NC_H08_20180108_0710_R21_FLDK.06001_06001.nc',03123,04863,43.19,-2.93,70.009,96.022,303.19,285.72,17.47,300.4604,295.2173,5.2431,3.2668,4.1253,2.846,0.061,0.145,0.0779,1,'001000',0,101.245,0.33,1,"'MULTIPOLYGON((( 142.865143  -37.654377, 142.072754  -37.688229, 142.019485  -36.824081, 142.802917  -36.790607, 142.865143  -37.654377)))'",Victoria,142.44,-37.24,2018-01-08 07:10:00,2018,1,8,2,7,52
'2018-01-08 07:10:00+00','2018-01-08 07:40:45+00','Himawari-8','kn3','NC_H08_20180108_0710_R21_FLDK.06001_06001.nc',03122,04864,43.21,-2.9,70.032,96.085,303.01,283.67,19.34,300.3695,295.3914,4.9782,3.1294,4.143,2.8516,0.061,0.144,0.1071,1,'001000',0,110.837,0.33,1,"'MULTIPOLYGON((( 142.845139  -37.674828, 142.052246  -37.708359, 141.999512  -36.843624, 142.783417  -36.810467, 142.845139  -37.674828)))'",Victoria,142.42,-37.25999,2018-01-08 07:10:00,2018,1,8,2,7,52
'2018-01-08 07:10:00+00','2018-01-08 07:40:45+00','Himawari-8','kn3','NC_H08_20180108_0710_R21_FLDK.06001_06001.nc',03123,04864,43.21,-2.93,70.032,96.085,303.39,281.52,21.87,300.3661,295.1755,5.1907,3.11,4.0574,2.8518,0.063,0.142,0.1242,1,'001000',0,124.244,0.33,1,"'MULTIPOLYGON((( 142.865417  -37.674648, 142.072540  -37.708511, 142.019241  -36.843800, 142.803116  -36.810314, 142.865417  -37.674648)))'",Victoria,142.44,-37.25999,2018-01-08 07:10:00,2018,1,8,2,7,52
'2018-01-08 07:10:00+00','2018-01-08 07:40:45+00','Himawari-8','kn3','NC_H08_20180108_0710_R21_FLDK.06001_06001.nc',03123,04865,43.23,-2.93,70.055,96.148,303.22,280.49,22.73,300.2669,295.1567,5.1103,2.9522,3.9836,2.8311,0.067,0.149,0.1312,1,'001000',0,128.352,0.33,1,"'MULTIPOLYGON((( 142.865677  -37.694927, 142.072342  -37.728806, 142.018982  -36.863525, 142.803329  -36.830029, 142.865677  -37.694927)))'",Victoria,142.44,-37.28,2018-01-08 07:10:00,2018,1,8,2,7,52
'2018-01-09 05:10:00+00','2018-01-09 05:40:44+00','Himawari-8','kn3','NC_H08_20180109_0510_R21_FLDK.06001_06001.nc',03078,04735,40.26,-1.54,66.887,87.649,338.43,312.68,25.75,316.9718,311.6075,5.3643,1.5264,1.157,0.534,0.075,0.163,0.8405,1,'011000',0,201.824,1,1,"'MULTIPOLYGON((( 141.920471  -35.065495, 141.187424  -35.083138, 141.163025  -34.293304, 141.889160  -34.275826, 141.920471  -35.065495)))'",Victoria,141.53999,-34.68,2018-01-09 05:10:00,2018,1,9,2,5,74
'2018-01-09 05:10:00+00','2018-01-09 05:40:44+00','Himawari-8','kn3','NC_H08_20180109_0510_R21_FLDK.06001_06001.nc',03079,04735,40.26,-1.58,66.887,87.649,333.81,312.43,21.38,317.0572,311.663,5.3942,1.5356,1.1642,0.5272,0.074,0.161,0.5462,1,'011000',0,163.764,1,1,"'MULTIPOLYGON((( 141.940796  -35.065273, 141.207779  -35.083340, 141.182709  -34.293522, 141.908813  -34.275623, 141.940796  -35.065273)))'",Victoria,141.56,-34.68,2018-01-09 05:10:00,2018,1,9,2,5,74
'2018-01-09 05:30:00+00','2018-01-09 06:00:44+00','Himawari-8','kn3','NC_H08_20180109_0530_R21_FLDK.06001_06001.nc',03078,04733,40.22,-1.54,66.847,87.545,365.41,313.24,52.17,315.7725,310.7983,4.9743,1.9338,1.4012,0.7854,0.072,0.147,3.7162,1,'111000',0,465.019,1,1,"'MULTIPOLYGON((( 141.920044  -35.025036, 141.187805  -35.042671, 141.163437  -34.253765, 141.888794  -34.236294, 141.920044  -35.025036)))'",Victoria,141.53999,-34.64,2018-01-09 05:30:00,2018,1,9,2,5,74
'2018-01-09 05:30:00+00','2018-01-09 06:00:44+00','Himawari-8','kn3','NC_H08_20180109_0530_R21_FLDK.06001_06001.nc',03078,04734,40.24,-1.54,66.867,87.597,365.41,313.24,52.17,315.7869,310.8004,4.9866,1.8599,1.3387,0.7668,0.072,0.147,3.7156,1,'111000',0,465.019,1,1,"'MULTIPOLYGON((( 141.920258  -35.045261, 141.187607  -35.062901, 141.163239  -34.273533, 141.888977  -34.256058, 141.920258  -35.045261)))'",Victoria,141.53999,-34.66,2018-01-09 05:30:00,2018,1,9,2,5,74
'2018-01-09 05:50:00+00','2018-01-09 06:20:44+00','Himawari-8','kn3','NC_H08_20180109_0550_R21_FLDK.06001_06001.nc',03078,04732,40.2,-1.54,66.827,87.494,347.21,310.97,36.24,315.3636,310.5671,4.7965,2.4333,1.748,0.9653,0.069,0.147,1.8685,1,'011000',0,293.826,1,1,"'MULTIPOLYGON((( 141.919846  -35.004803, 141.187988  -35.022430, 141.163635  -34.233990, 141.888611  -34.216526, 141.919846  -35.004803)))'",Victoria,141.53999,-34.62,2018-01-09 05:50:00,2018,1,9,2,5,75
'2018-01-09 05:50:00+00','2018-01-09 06:20:44+00','Himawari-8','kn3','NC_H08_20180109_0550_R21_FLDK.06001_06001.nc',03079,04732,40.2,-1.58,66.827,87.494,374.65,310.3,64.35,315.3788,310.5647,4.8142,2.3518,1.6946,0.9385,0.089,0.122,4.7191,1,'111000',0,591.418,1,1,"'MULTIPOLYGON((( 141.940170  -35.004585, 141.208328  -35.022636, 141.183319  -34.234207, 141.908279  -34.216324, 141.940170  -35.004585)))'",Victoria,141.56,-34.62,2018-01-09 05:50:00,2018,1,9,2,5,75
'2018-01-09 05:50:00+00','2018-01-09 06:20:44+00','Himawari-8','kn3','NC_H08_20180109_0550_R21_FLDK.06001_06001.nc',03080,04732,40.2,-1.61,66.827,87.494,343.21,305.59,37.62,315.4413,310.6225,4.8188,2.2842,1.6182,0.9564,0.075,0.113,1.4848,1,'011000',0,292.255,1,1,"'MULTIPOLYGON((( 141.960419  -35.004421, 141.228592  -35.022785, 141.203079  -34.234371, 141.928024  -34.216175, 141.960419  -35.004421)))'",Victoria,141.58,-34.62,2018-01-09 05:50:00,2018,1,9,2,5,75
'2018-01-09 05:50:00+00','2018-01-09 06:20:44+00','Himawari-8','kn3','NC_H08_20180109_0550_R21_FLDK.06001_06001.nc',03079,04733,40.22,-1.58,66.847,87.545,371.12,313.92,57.2,315.1617,310.4124,4.7493,2.3579,1.6274,1.0246,0.069,0.114,4.1526,1,'111000',0,524.945,1,1,"'MULTIPOLYGON((( 141.940384  -35.024818, 141.208145  -35.042873, 141.183121  -34.253983, 141.908463  -34.236095, 141.940384  -35.024818)))'",Victoria,141.56,-34.64,2018-01-09 05:50:00,2018,1,9,2,5,75
'2018-01-09 05:50:00+00','2018-01-09 06:20:44+00','Himawari-8','kn3','NC_H08_20180109_0550_R21_FLDK.06001_06001.nc',03080,04733,40.22,-1.61,66.847,87.545,330.94,309.45,21.49,315.2323,310.4752,4.7571,2.298,1.5547,1.0417,0.067,0.146,0.4752,1,'011000',0,160.181,1,1,"'MULTIPOLYGON((( 141.960632  -35.024654, 141.228409  -35.043026, 141.202881  -34.254147, 141.928207  -34.235943, 141.960632  -35.024654)))'",Victoria,141.58,-34.64,2018-01-09 05:50:00,2018,1,9,2,5,75
'2018-01-09 05:50:00+00','2018-01-09 06:20:44+00','Himawari-8','kn3','NC_H08_20180109_0550_R21_FLDK.06001_06001.nc',03081,04733,40.22,-1.65,66.847,87.545,330.94,309.45,21.49,315.3301,310.5293,4.8007,2.198,1.5208,0.9551,0.067,0.146,0.4733,1,'011000',0,160.181,0.83,1,"'MULTIPOLYGON((( 141.980957  -35.024433, 141.248749  -35.043228, 141.222565  -34.254360, 141.947876  -34.235741, 141.980957  -35.024433)))'",Victoria,141.60001,-34.64,2018-01-09 05:50:00,2018,1,9,2,5,75
'2018-01-09 05:50:00+00','2018-01-09 06:20:44+00','Himawari-8','kn3','NC_H08_20180109_0550_R21_FLDK.06001_06001.nc',03079,04734,40.24,-1.58,66.867,87.597,371.12,313.92,57.2,315.0012,310.2869,4.7143,2.2197,1.5131,1.0032,0.069,0.114,4.1561,1,'111000',0,524.945,1,1,"'MULTIPOLYGON((( 141.940598  -35.045040, 141.207962  -35.063103, 141.182907  -34.273746, 141.908630  -34.255856, 141.940598  -35.045040)))'",Victoria,141.56,-34.66,2018-01-09 05:50:00,2018,1,9,2,5,75
